movie_name,movie_rating,date
Rebecca,8.1,2023-06-04 09:26:34.530731
Spotlight,8.1,2023-06-04 09:26:34.530731
Rush,8.1,2023-06-04 09:26:34.530731
Stand by Me,8.1,2023-06-04 09:26:34.530731
Into the Wild,8.1,2023-06-04 09:26:34.530731
The Wizard of Oz,8.1,2023-06-04 09:26:34.530731
The Terminator,8.1,2023-06-04 09:26:34.530731
Cool Hand Luke,8.1,2023-06-04 09:26:34.530731
The Sound of Music,8.1,2023-06-04 09:26:34.530731
Inherit the Wind,8.0,2023-06-04 09:26:34.530731
The Exorcist,8.0,2023-06-04 09:26:34.530731
The Man Who Shot Liberty Valance,8.0,2023-06-04 09:26:34.530731
Pirates of the Caribbean: The Curse of the Black Pearl,8.0,2023-06-04 09:26:34.530731
White Heat,8.0,2023-06-04 09:26:34.530731
Groundhog Day,8.0,2023-06-04 09:26:34.530731
The Incredibles,8.0,2023-06-04 09:26:34.530731
"Paris, Texas",8.0,2023-06-04 09:26:34.530731
Ace in the Hole,8.0,2023-06-04 09:26:34.530731
The Iron Giant,8.0,2023-06-04 09:26:34.530731
The Help,8.0,2023-06-04 09:26:34.530731
Gandhi,8.0,2023-06-04 09:26:34.530731
Life of Brian,8.0,2023-06-04 09:26:34.530731
Dances with Wolves,8.0,2023-06-04 09:26:34.530731
A Woman Under the Influence,8.0,2023-06-04 09:26:34.530731
Beauty and the Beast,8.0,2023-06-04 09:26:34.530731
Scent of a Woman,8.0,2023-06-04 09:26:34.530731
Aladdin,8.0,2023-06-04 09:26:34.530731
Roman Holiday,8.0,2023-06-04 09:26:34.530731
Soul,8.0,2023-06-04 09:26:34.530731
Guardians of the Galaxy,8.0,2023-06-04 09:26:34.530731
Dog Day Afternoon,8.0,2023-06-04 09:26:34.530731
Kill Bill: Vol. 2,8.0,2023-06-04 09:26:34.530731
Lion,8.0,2023-06-04 09:26:34.530731
Donnie Darko,8.0,2023-06-04 09:26:34.530731
JFK,8.0,2023-06-04 09:26:34.530731
Song of the Sea,8.0,2023-06-04 09:26:34.530731
The Shop Around the Corner,8.0,2023-06-04 09:26:34.530731
The Princess Bride,8.0,2023-06-04 09:26:34.530731
Rosemary's Baby,8.0,2023-06-04 09:26:34.530731
Anatomy of a Murder,8.0,2023-06-04 09:26:34.530731
Dune: Part One,8.0,2023-06-04 09:26:34.530731
Slumdog Millionaire,8.0,2023-06-04 09:26:34.530731
The Imitation Game,8.0,2023-06-04 09:26:34.530731
Butch Cassidy and the Sundance Kid,8.0,2023-06-04 09:26:34.530731
Brief Encounter,8.0,2023-06-04 09:26:34.530731
The Avengers,8.0,2023-06-04 09:26:34.530731
The Bourne Ultimatum,8.0,2023-06-04 09:26:34.530731
What Ever Happened to Baby Jane?,8.0,2023-06-04 09:26:34.530731
Magnolia,8.0,2023-06-04 09:26:34.530731
La La Land,8.0,2023-06-04 09:26:34.530731
Casino Royale,8.0,2023-06-04 09:26:34.530731
The King's Speech,8.0,2023-06-04 09:26:34.530731
Rain Man,8.0,2023-06-04 09:26:34.530731
Sin City,8.0,2023-06-04 09:26:34.530731
Black Swan,8.0,2023-06-04 09:26:34.530731
La leggenda del pianista sull'oceano,8.0,2023-06-04 09:26:34.530731
Kind Hearts and Coronets,8.0,2023-06-04 09:26:34.530731
The Martian,8.0,2023-06-04 09:26:34.530731
Dogville,8.0,2023-06-04 09:26:34.530731
The Pursuit of Happyness,8.0,2023-06-04 09:26:34.530731
Zootopia,8.0,2023-06-04 09:26:34.530731
The Message,8.0,2023-06-04 09:26:34.530731
Sweet Smell of Success,8.0,2023-06-04 09:26:34.530731
Who's Afraid of Virginia Woolf?,8.0,2023-06-04 09:26:34.530731
The Graduate,8.0,2023-06-04 09:26:34.530731
The Straight Story,8.0,2023-06-04 09:26:34.530731
The Night of the Hunter,8.0,2023-06-04 09:26:34.530731
Secrets & Lies,8.0,2023-06-04 09:26:34.530731
Planet of the Apes,8.0,2023-06-04 09:26:34.530731
Twelve Monkeys,8.0,2023-06-04 09:26:34.530731
Blood Diamond,8.0,2023-06-04 09:26:34.530731
Papillon,8.0,2023-06-04 09:26:34.530731
Her,8.0,2023-06-04 09:26:34.530731
Sling Blade,8.0,2023-06-04 09:26:34.530731
Blade Runner 2049,8.0,2023-06-04 09:26:34.530731
